chave_unica;empresa;codigo;descricao;descricao_padrao;tipo_categoria;conta_inativa;definida_pelo_usuario;id_conta_contabil;tag_conta_contabil;conta_despesa;conta_receita;nao_exibir;natureza;totalizadora;transferencia;codigo_dre;categoria_superior
3Sa_1.15.98;3Sa;1.15.98;(+) Empresa Facilitadora de Estágio;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;;1.15
3Sa_1.15.99;3Sa;1.15.99;(+) Consultoria Empresarial;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;;1.15
3Sa_1.16;3Sa;1.16;Repasse - Despesas Administrativas;"&lt;Incluir novo grupo de Receita&gt;";;N;S;;;N;S;N;;S;N;;1
3Sa_1.16.99;3Sa;1.16.99;(+) Correios e Telegráfos;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;;1.16
3Sa_2.01;3Sa;2.01;Despesas Diretas;Despesas Diretas;;N;N;;;S;N;N;;S;N;;2
3Sa_2.01.01;3Sa;2.01.01;Compras de Mercadorias para Revenda;Compras de Mercadorias para Revenda;REV;S;N;;;S;N;S;Utilize esta categoria para identificar todas as despesas com compras de produtos para serem revendidos.;N;N;;2.01
3Sa_2.01.02;3Sa;2.01.02;Frete/Carretos/Motoboy;Frete;;N;N;3.2.1.04.00001;FRETES E CARRETOS;S;N;N;Utilize esta categoria para lançamentos de despesas de fretes, como transportadoras, motoboy e correios.;N;N;2.11.02;2.01
3Sa_2.01.03;3Sa;2.01.03;Compras de Materia Prima;Compras de Materia Prima;MAT;S;N;;;S;N;S;Utilize esta categoria para identificar todas as despesas com compras de matérias primas ou insumos para produção.;N;N;;2.01
3Sa_2.01.04;3Sa;2.01.04;Compra de Serviços;Compra de Serviços;;S;N;;;S;N;S;Utilize esta categoria para identificar todas as despesas de pagamento de serviços tomados de fornecedores - pessoa jurídica.;N;N;1.21.02;2.01
3Sa_2.01.95;3Sa;2.01.95;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;S;N;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;2.01
3Sa_2.01.96;3Sa;2.01.96;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;S;N;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;2.01
3Sa_2.01.97;3Sa;2.01.97;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;S;N;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;2.01
3Sa_2.01.98;3Sa;2.01.98;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;S;N;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;2.01
3Sa_2.01.99;3Sa;2.01.99;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;S;N;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;2.01
3Sa_2.02;3Sa;2.02;Despesas de Vendas e Marketing;Despesas de Vendas e Marketing;;N;N;;;S;N;N;;S;N;;2
3Sa_2.02.01;3Sa;2.02.01;Comissões;Comissões;;N;N;;;S;N;N;Utilize esta categoria para identificar despesas de pagamento de comissões sobre vendas de seus vendedores internos ou externos. Outras bonificações ou participação em resultados não devem ser classificados aqui.;N;N;1.21.03;2.02
3Sa_2.02.02;3Sa;2.02.02;Marketing;Marketing;;N;N;1.1.3.02.00001;ATIVOS EM CONCILIAÇÃO;S;N;N;Classifique despesas com a divulgação de seus produtos e serviços a fim de gerar novas vendas.;N;N;2.01.01;2.02
3Sa_2.02.03;3Sa;2.02.03;Despesas de Viagens;Despesas de Viagens;;N;N;;;S;N;N;Despesas com viagens da equipe comercial, a fim de gerar novas vendas ou oportunidades de negócio. Despesas com viagens particulares ou para tratar de assuntos não devem ser classificadas aqui.;N;N;2.01.01;2.02
3Sa_2.02.04;3Sa;2.02.04;Bonificações;Bonificações;;N;N;;;S;N;N;Despesas com bonificações concedidas a clientes com a finalidade de gerar vendas ou promover seus produtos e serviços.;N;N;1.21.03;2.02
3Sa_2.02.95;3Sa;2.02.95;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;S;N;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;2.02
3Sa_2.02.96;3Sa;2.02.96;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;S;N;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;2.02
3Sa_2.02.97;3Sa;2.02.97;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;S;N;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;2.02
3Sa_2.02.98;3Sa;2.02.98;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;S;N;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;2.02
3Sa_2.02.99;3Sa;2.02.99;Publicidade;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.01.01;2.02
3Sa_2.03;3Sa;2.03;Despesas com Pessoal;Despesas com Pessoal;;N;N;;;S;N;N;;S;N;;2
3Sa_2.03.01;3Sa;2.03.01;Salários;Salários;;N;N;3.2.3.01.00001;SALÁRIOS E ORDENADOS;S;N;N;Despesas com salário líquido;N;N;2.11.01;2.03
3Sa_2.03.02;3Sa;2.03.02;Adiantamento;Adiantamento;;N;N;;;S;N;N;Despesas com adiantamento de salário do pessoal da empresa. Adiantamentos de férias não devem ser lançados aqui.;N;N;2.11.01;2.03
3Sa_2.03.03;3Sa;2.03.03;Férias;Férias;;N;N;1.1.3.06.00003;ADIANTAMENTO DE FÉRIAS;S;N;N;Despesas com adiantamento de férias e férias do pessoal da empresa.;N;N;2.11.01;2.03
3Sa_2.03.04;3Sa;2.03.04;Rescisão;Rescisões;;N;N;1.1.3.02.00001;ATIVOS EM CONCILIAÇÃO;S;N;N;Despesas com rescisão de pessoal da empresa.;N;N;2.11.01;2.03
3Sa_2.03.05;3Sa;2.03.05;13º Salário;13º Salário;;N;N;2.1.3.01.00008;13° SALÁRIO A PAGAR;S;N;N;Despesas com a segunda parcela do 13º salário do pessoal da empresa.;N;N;2.11.01;2.03
3Sa_2.03.06;3Sa;2.03.06;INSS - Empresa;INSS;;N;N;3.1.3.02.00006;INSS;S;N;N;Pagamento de INSS sobre a folha de pagamento do pessoal da empresa.;N;N;2.11.01;2.03
3Sa_2.03.07;3Sa;2.03.07;FGTS;FGTS;;N;N;1.1.3.02.00001;ATIVOS EM CONCILIAÇÃO;S;N;N;Pagamento de Fundo de Garantia dos empregados da empresa.;N;N;2.11.01;2.03
3Sa_2.03.08;3Sa;2.03.08;IRRF - Folha de Pagamento;IRRF;;N;N;1.1.3.02.00001;ATIVOS EM CONCILIAÇÃO;S;N;N;Pagamento de Imposto de Renda sobre a folha de pagamento.;N;N;2.11.01;2.03
3Sa_2.03.09;3Sa;2.03.09;Pensão Alimentícia;Pensão Alimentícia;;N;N;;;S;N;N;Despesas com pensão alimentícia ou judicial do pessoal da empresa.;N;N;2.11.01;2.03
3Sa_2.03.10;3Sa;2.03.10;Plano de Saúde - Titular;Assistência Médica;;N;N;1.1.3.02.00001;ATIVOS EM CONCILIAÇÃO;S;N;N;Despesas com benefício de assistência médica do pessoal da empresa.;N;N;2.11.01;2.03
3Sa_2.03.11;3Sa;2.03.11;Vale Transporte;Vale Transporte;;N;N;3.2.3.01.00010;VALE TRANSPORTE;S;N;N;Despesas com benefício de vale transporte do pessoal da empresa.;N;N;2.11.01;2.03
3Sa_2.03.12;3Sa;2.03.12;Vale Alimentação;Vale Refeição;;N;N;3.2.3.01.00016;VALE ALIMENTAÇÃO;S;N;N;Despesas com benefício de vale refeição do pessoal da empresa.;N;N;2.11.01;2.03
3Sa_2.03.13;3Sa;2.03.13;Seguro de Vida;Seguro de Vida;;N;N;;;S;N;N;Despesas com benefício de seguro de vida do pessoal da empresa.;N;N;2.11.01;2.03
3Sa_2.03.14;3Sa;2.03.14;Cartão Prêmio;Outros Benefícios;;N;N;1.1.3.02.00001;ATIVOS EM CONCILIAÇÃO;S;N;N;Utilize esta categoria para classificar as despesas de R$100 do cartão DuoCard;N;N;2.11.01;2.03
3Sa_2.03.72;3Sa;2.03.72;Emprestimo Consignado;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.03
3Sa_2.03.73;3Sa;2.03.73;Plano Odontológico - Taxa;"&lt;Disponível&gt;";;S;S;;;S;N;S;;N;N;;2.03
3Sa_2.03.74;3Sa;2.03.74;Plano de Saúde - Taxa;"&lt;Disponível&gt;";;S;S;;;S;N;N;;N;N;;2.03
3Sa_2.03.75;3Sa;2.03.75;Plano Odontológico - IOF;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.03
3Sa_2.03.76;3Sa;2.03.76;Plano de Saúde - IOF;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.03
3Sa_2.03.77;3Sa;2.03.77;Plano Odontológico - Dependente;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.03
3Sa_2.03.78;3Sa;2.03.78;Plano de Saúde - Dependente;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.03
3Sa_2.03.79;3Sa;2.03.79;Horas Extras;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.01;2.03
3Sa_2.03.80;3Sa;2.03.80;Uniformes;"&lt;Disponível&gt;";;N;S;4.2.2.04.00015;MATERIAL USO E CONSUMO;S;N;N;;N;N;;2.03
3Sa_2.03.81;3Sa;2.03.81;PLR;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.03
3Sa_2.03.82;3Sa;2.03.82;PLR - Participação nos Resultados;"&lt;Disponível&gt;";;N;S;2.1.7.02.00003;PARTICIPAÇÕES A PAGAR;S;N;N;;N;N;2.11.01;2.03
3Sa_2.03.83;3Sa;2.03.83;Plano Saúde/Odonto PJ - Dependentes;"&lt;Disponível&gt;";;N;S;1.1.3.02.00001;ATIVOS EM CONCILIAÇÃO;S;N;N;;N;N;2.11.01;2.03
3Sa_2.03.84;3Sa;2.03.84;INSS - Colaborador;"&lt;Disponível&gt;";;N;S;1.1.3.02.00001;ATIVOS EM CONCILIAÇÃO;S;N;N;;N;N;2.11.01;2.03
3Sa_2.03.85;3Sa;2.03.85;Folha de Pagamento PJ;"&lt;Disponível&gt;";;N;S;1.1.3.02.00001;ATIVOS EM CONCILIAÇÃO;S;N;N;;N;N;2.11.01;2.03
3Sa_2.03.86;3Sa;2.03.86;FGTS - Rescisão;"&lt;Disponível&gt;";;N;S;1.1.3.02.00001;ATIVOS EM CONCILIAÇÃO;S;N;N;;N;N;1.21.02;2.03
3Sa_2.03.87;3Sa;2.03.87;Bolsa Estagio;"&lt;Disponível&gt;";;N;S;1.1.3.02.00001;ATIVOS EM CONCILIAÇÃO;S;N;N;;N;N;1.21.02;2.03
3Sa_2.03.88;3Sa;2.03.88;Brindes a Clientes;"&lt;Disponível&gt;";;N;S;1.1.3.02.00001;ATIVOS EM CONCILIAÇÃO;S;N;N;;N;N;2.11.02;2.03
3Sa_2.03.89;3Sa;2.03.89;Plano Odontológico - Titular;"&lt;Disponível&gt;";;N;S;1.1.3.02.00001;ATIVOS EM CONCILIAÇÃO;S;N;N;;N;N;2.11.01;2.03
3Sa_2.03.90;3Sa;2.03.90;Despesas com Alimentação;"&lt;Disponível&gt;";;N;S;3.2.3.01.00012;DESPESAS COM ALIMENTAÇÃO EMPREGADOS;S;N;N;;N;N;2.11.01;2.03
3Sa_2.03.91;3Sa;2.03.91;Bem Estar e Saúde;"&lt;Disponível&gt;";;N;S;1.1.3.02.00001;ATIVOS EM CONCILIAÇÃO;S;N;N;;N;N;2.11.01;2.03
3Sa_2.03.92;3Sa;2.03.92;Devolução de VT;"&lt;Disponível&gt;";;N;S;3.2.3.01.00010;VALE TRANSPORTE;S;N;N;;N;N;2.11.01;2.03
3Sa_2.03.93;3Sa;2.03.93;Devolução de VA;"&lt;Disponível&gt;";;N;S;3.2.3.01.00016;VALE ALIMENTAÇÃO;S;N;N;;N;N;2.11.01;2.03
3Sa_2.03.94;3Sa;2.03.94;Cursos e Treinamentos;"&lt;Disponível&gt;";;N;S;1.1.3.02.00001;ATIVOS EM CONCILIAÇÃO;S;N;N;;N;N;2.11.01;2.03
3Sa_2.03.95;3Sa;2.03.95;Exame Admissional/Demissional;"&lt;Disponível&gt;";;N;S;1.1.3.02.00001;ATIVOS EM CONCILIAÇÃO;S;N;N;;N;N;2.11.01;2.03
3Sa_2.03.96;3Sa;2.03.96;Empresa de Estágio;"&lt;Disponível&gt;";;N;S;1.1.3.02.00001;ATIVOS EM CONCILIAÇÃO;S;N;N;;N;N;2.11.01;2.03
3Sa_2.03.97;3Sa;2.03.97;Confraternização;"&lt;Disponível&gt;";;N;S;1.1.3.02.00001;ATIVOS EM CONCILIAÇÃO;S;N;N;;N;N;2.11.01;2.03
3Sa_2.03.98;3Sa;2.03.98;Brindes a Colaboradores;"&lt;Disponível&gt;";;N;S;1.1.3.02.00001;ATIVOS EM CONCILIAÇÃO;S;N;N;;N;N;2.11.01;2.03
3Sa_2.03.99;3Sa;2.03.99;Adiantamento de 13º Salário;"&lt;Disponível&gt;";;N;S;1.1.3.06.00002;ADIANTAMENTO DE 13º SALÁRIO;S;N;N;Despesas com a primeira parcela do 13º salário do pessoal da empresa. Isso inclui o valor adiantado nas férias.;N;N;2.11.01;2.03
3Sa_2.04;3Sa;2.04;Despesas de Infraestrutura;Despesas Administrativas;;N;N;;;S;N;N;;S;N;;2
3Sa_2.04.01;3Sa;2.04.01;Aluguel/Condomínio;Aluguel;;N;N;3.2.3.04.00016;DESPESAS COM CONDOMÍNIO;S;N;N;Utilize esta categoria para identificar as despesas de aluguel da empresa. Despesas de condomínio também devem ser lançadas nessa conta.Despesas de reforma e outras contas não devem ser lançadas aqui.;N;N;2.11.02;2.04
3Sa_2.04.02;3Sa;2.04.02;Telefonia Celular;Condomínio;;N;N;1.1.3.02.00001;ATIVOS EM CONCILIAÇÃO;S;N;N;Utilize esta categoria para classificar contas de telefonia móvel;N;N;2.11.02;2.04
3Sa_2.04.03;3Sa;2.04.03;Água;Água e Esgoto;;N;N;1.1.3.02.00001;ATIVOS EM CONCILIAÇÃO;S;N;N;Utilize esta categoria para classificar contas de água e esgoto da empresa.;N;N;2.11.02;2.04
3Sa_2.04.04;3Sa;2.04.04;Energia Elétrica;Energia Elétrica;;N;N;1.1.3.02.00001;ATIVOS EM CONCILIAÇÃO;S;N;N;Utilize esta categoria para classificar contas de energia elétrica da empresa.;N;N;2.11.02;2.04
3Sa_2.04.05;3Sa;2.04.05;Telefonia Fixa;Telefonia;;N;N;1.1.3.02.00001;ATIVOS EM CONCILIAÇÃO;S;N;N;Utilize esta categoria para classificar contas de telefonia fixa da empresa.;N;N;2.11.02;2.04
3Sa_2.04.06;3Sa;2.04.06;Material de Escritório;Material de Escritório;USO;N;N;1.1.3.02.00001;ATIVOS EM CONCILIAÇÃO;S;N;N;Utilize esta categoria para pagamento de compras de material de escritório, limpeza e similares, desde que não sejam compras destinadas à revenda ou industrialização.;N;N;2.11.02;2.04
3Sa_2.04.07;3Sa;2.04.07;Manutenção e Consertos;Manutenção de Imobilizado;;N;N;1.1.3.02.00001;ATIVOS EM CONCILIAÇÃO;S;N;N;Utilize esta categoria para pagamento de serviços de manutenção em suas máquinas, equipamentos e móveis, assim como reformas em imóveis de sua propriedade.;N;N;2.11.02;2.04
3Sa_2.04.08;3Sa;2.04.08;Seguro Predial;Seguros;;N;N;3.2.3.04.00005;SEGUROS;S;N;N;Utilize esta categoria para as despesas de seguros contratados de todos os tipos, exceto benefício de seguro de vida a empregados, que deve ser classificado em Benefícios.;N;N;2.11.02;2.04
3Sa_2.04.09;3Sa;2.04.09;IPTU;IPTU;;N;N;3.2.3.03.00003;IPTU;S;N;N;Utilize esta categoria para pagamento de guias de recolhimento de IPTU.;N;N;2.11.02;2.04
3Sa_2.04.10;3Sa;2.04.10;Honorários Contábeis;Contabilidade;;S;N;2.1.5.05.00003;ALLDAX CONSULTORIA E CONTABILIDADE LTDA ME;S;N;N;Utilize esta categoria para pagamentos de honorários e outras despesas relacionadas ao seu contador.;N;N;2.11.02;2.04
3Sa_2.04.11;3Sa;2.04.11;Honorários Advocatícios;Advogados;;N;N;1.1.3.02.00001;ATIVOS EM CONCILIAÇÃO;S;N;N;Utilize esta categoria para pagamentos de honorários e outras despesas relacionadas ao seu advogado.;N;N;2.11.02;2.04
3Sa_2.04.12;3Sa;2.04.12;Auditorias;Auditorias;;S;N;;;S;N;S;"Utilize esta categoria para pagamentos de honorários de auditoria. Caso a empresa não contrate auditorias,  você pode clicar na opção de &quot;não pretendo utilizar&quot;.";N;N;2.11.02;2.04
3Sa_2.04.13;3Sa;2.04.13;Serviços de Segurança / Monitoramento;Segurança;;N;N;1.1.3.02.00001;ATIVOS EM CONCILIAÇÃO;S;N;N;Utilize esta categoria para classificar as despesas referentes a serviços terceirizados de Segurança.;N;N;2.11.02;2.04
3Sa_2.04.14;3Sa;2.04.14;Empresa de Limpeza/Conservação/Manutenção;Limpeza;;N;N;1.1.3.02.00001;ATIVOS EM CONCILIAÇÃO;S;N;N;Utilize esta categoria para classificar as despesas referentes a serviços terceirizados de Limpeza.;N;N;2.11.02;2.04
3Sa_2.04.85;3Sa;2.04.85;Licença Microsoft;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.04
3Sa_2.04.86;3Sa;2.04.86;Combustível;"&lt;Disponível&gt;";;N;S;3.1.4.07.00001;COMBUSTÍVEL;S;N;N;;N;N;1.21.02;2.04
3Sa_2.04.87;3Sa;2.04.87;Junta Comercial (Despesa Própria);"&lt;Disponível&gt;";;N;S;1.1.3.02.00001;ATIVOS EM CONCILIAÇÃO;S;N;N;;N;N;;2.04
3Sa_2.04.88;3Sa;2.04.88;Licença Google;"&lt;Disponível&gt;";;N;S;1.1.3.02.00001;ATIVOS EM CONCILIAÇÃO;S;N;N;;N;N;;2.04
3Sa_2.04.89;3Sa;2.04.89;Cartórios (Despesas Própria);"&lt;Disponível&gt;";;N;S;3.2.3.04.00017;DESPESAS CARTORÁRIAS;S;N;N;;N;N;2.11.02;2.04
3Sa_2.04.90;3Sa;2.04.90;OBRA;"&lt;Disponível&gt;";;S;S;;;S;N;S;;N;N;;2.04
3Sa_2.04.91;3Sa;2.04.91;Aluguéis Escritório Virtual;"&lt;Disponível&gt;";;N;S;1.1.3.02.00001;ATIVOS EM CONCILIAÇÃO;S;N;N;;N;N;;2.04
3Sa_2.04.92;3Sa;2.04.92;Transporte/Locomoção/Estacionamento;"&lt;Disponível&gt;";;N;S;1.1.3.02.00001;ATIVOS EM CONCILIAÇÃO;S;N;N;;N;N;;2.04
3Sa_2.04.93;3Sa;2.04.93;Hotel/Passagens;"&lt;Disponível&gt;";;N;S;3.2.1.01.00011;VIAGENS E ESTADAS;S;N;N;;N;N;;2.04
3Sa_2.04.94;3Sa;2.04.94;Manutenção de Rede/Computadores;"&lt;Disponível&gt;";;N;S;1.1.3.02.00001;ATIVOS EM CONCILIAÇÃO;S;N;N;;N;N;2.11.02;2.04
3Sa_2.04.95;3Sa;2.04.95;Material de Limpeza/Copa/Cozinha;"&lt;Disponível&gt;";;N;S;1.1.3.02.00001;ATIVOS EM CONCILIAÇÃO;S;N;N;;N;N;2.11.02;2.04
3Sa_2.04.96;3Sa;2.04.96;Assinaturas, Periódicos e Portais;"&lt;Disponível&gt;";;N;S;1.1.3.02.00001;ATIVOS EM CONCILIAÇÃO;S;N;N;;N;N;2.11.02;2.04
3Sa_2.04.97;3Sa;2.04.97;Locação de Impressora;"&lt;Disponível&gt;";;N;S;1.1.3.02.00001;ATIVOS EM CONCILIAÇÃO;S;N;N;;N;N;2.11.02;2.04
3Sa_2.04.98;3Sa;2.04.98;Locação de Software;"&lt;Disponível&gt;";;N;S;1.1.3.02.00001;ATIVOS EM CONCILIAÇÃO;S;N;N;;N;N;2.11.02;2.04
3Sa_2.04.99;3Sa;2.04.99;Internet Dedicada;"&lt;Disponível&gt;";;N;S;1.1.3.02.00001;ATIVOS EM CONCILIAÇÃO;S;N;N;;N;N;2.11.02;2.04
3Sa_2.05;3Sa;2.05;Despesas Financeiras / Bancos;Despesas Financeiras / Bancos;;N;N;;;S;N;N;;S;N;;2
3Sa_2.05.01;3Sa;2.05.01;Juros sobre Empréstimos;Juros sobre Empréstimos;;N;N;;;S;N;N;Utilize esta categoria para as despesas de juros cobrados por empréstimos que a empresa contratou.;N;N;2.11.03;2.05
3Sa_2.05.02;3Sa;2.05.02;Multas;Multas;;N;N;;;S;N;N;Utilize esta categoria para as despesas de multa.;N;N;2.11.03;2.05
3Sa_2.05.03;3Sa;2.05.03;Pagamento de Empréstimos;Pagamento de Empréstimos;;N;N;;;S;N;N;Utilize esta categoria para pagamento de empréstimos contratados ao credor. O valor do lançamento deve conter apenas o principal. O valor dos juros deve ser lançado na categoria de Juros sobre Empréstimos.;N;N;;2.05
3Sa_2.05.04;3Sa;2.05.04;Tarifas Bancárias;Tarifas Bancárias;;N;N;1.1.3.02.00001;ATIVOS EM CONCILIAÇÃO;S;N;N;Utilize esta categoria para as despesas de tarifas bancárias diversas.;N;N;2.11.03;2.05
3Sa_2.05.95;3Sa;2.05.95;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;S;N;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;2.05
3Sa_2.05.96;3Sa;2.05.96;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;S;N;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;2.05
3Sa_2.05.97;3Sa;2.05.97;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;S;N;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;2.05
3Sa_2.05.98;3Sa;2.05.98;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;S;N;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;2.05
3Sa_2.05.99;3Sa;2.05.99;Pagamento de Cashback;"&lt;Disponível&gt;";;N;S;1.1.3.02.00001;ATIVOS EM CONCILIAÇÃO;S;N;N;;N;N;;2.05
3Sa_2.06;3Sa;2.06;Impostos e Taxas;Impostos e Taxas;;N;N;;;S;N;N;;S;N;;2
3Sa_2.06.01;3Sa;2.06.01;ICMS;ICMS;;N;N;;;S;N;N;"Utilize esta categoria para as guias de recolhimento de ICMS a pagar. Caso a empresa seja exclusivamente prestadora de serviços e não possua inscrição estadual, você pode clicar na opção de &quot;não pretendo utilizar&quot;.";N;N;;2.06
3Sa_2.06.02;3Sa;2.06.02;IPI;IPI;;N;N;;;S;N;N;"Utilize esta categoria para as guias de recolhimento de IPI a pagar. Caso a empresa seja exclusivamente comercial ou prestadora de serviços e não uma indústria, você pode clicar na opção de &quot;não pretendo utilizar&quot;.";N;N;;2.06
3Sa_2.06.03;3Sa;2.06.03;PIS;PIS;;N;N;;;S;N;N;Utilize esta categoria para classificar as guias de pagamento de PIS.;N;N;;2.06
3Sa_2.06.04;3Sa;2.06.04;COFINS;COFINS;;N;N;;;S;N;N;Utilize esta categoria para classificar as guias de pagamento de COFINS.;N;N;;2.06
3Sa_2.06.05;3Sa;2.06.05;IRPJ;IRPJ;;N;N;;;S;N;N;Utilize esta categoria para classificar as guias de pagamento de Imposto de Renda - Pessoa Jurídica.;N;N;;2.06
3Sa_2.06.06;3Sa;2.06.06;Contribuição Social;Contribuição Social;;N;N;;;S;N;N;Utilize esta categoria para classificar as guias de pagamento de Contribuição Social.;N;N;;2.06
3Sa_2.06.07;3Sa;2.06.07;ISS;ISS;;N;N;;;S;N;N;"Utilize esta categoria para classificar as guias de pagamento de ISS. Caso a empresa não seja prestadora de serviços e não possua inscrição municipal, você pode clicar na opção de &quot;não pretendo utilizar&quot;.";N;N;;2.06
3Sa_2.06.95;3Sa;2.06.95;IOF;"&lt;Disponível&gt;";;N;S;1.1.3.02.00001;ATIVOS EM CONCILIAÇÃO;S;N;N;Utilize esta categoria para classificar o imposto incidido nas movimentações financeiras;N;N;;2.06
3Sa_2.06.96;3Sa;2.06.96;Taxas e Emolumentos;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.06
3Sa_2.06.97;3Sa;2.06.97;Prejuízos com Clientes;"&lt;Disponível&gt;";;N;S;1.1.3.02.00001;ATIVOS EM CONCILIAÇÃO;S;N;N;;N;N;;2.06
3Sa_2.06.98;3Sa;2.06.98;Multa/Taxa - Agefis;"&lt;Disponível&gt;";;N;S;3.2.3.03.00005;TAXAS DIVERSAS;S;N;N;;N;N;;2.06
3Sa_2.06.99;3Sa;2.06.99;Simples Nacional (DAS);"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.06
3Sa_2.07;3Sa;2.07;Investimento;Investimento;;N;N;;;S;N;N;;S;N;;2
3Sa_2.07.01;3Sa;2.07.01;Máquinas e Equipamentos;Máquinas e Equipamentos;;S;N;;;S;N;S;Utilize esta categoria para os pagamentos de compras de máquinas ou equipamentos em nome da empresa desde que não sejam destinados à revenda ou industrialização.;N;N;;2.07
3Sa_2.07.02;3Sa;2.07.02;Veículos;Veículos;;S;N;;;S;N;S;Utilize esta categoria para os pagamentos de compras de veículos em nome da empresa desde que não sejam destinados à revenda ou industrialização.;N;N;;2.07
3Sa_2.07.03;3Sa;2.07.03;Instalações;Instalações;;S;N;;;S;N;S;Utilize esta categoria para os pagamentos de investimentos com instalações.;N;N;;2.07
3Sa_2.07.04;3Sa;2.07.04;Computadores;Equipamentos de Informática;;N;N;1.2.4.03.00002;COMPUTADORES E PERIFÉRICOS;S;N;N;Utilize esta categoria para os pagamentos de compras de equipamentos de informática em nome da empresa desde que não sejam destinados à revenda ou industrialização.;N;N;;2.07
3Sa_2.07.05;3Sa;2.07.05;Móveis e Utensílios - Aquisição;Móveis e Utensílios;;N;N;1.2.4.02.00001;MÓVEIS E UTENSÍLIOS;S;N;N;Utilize esta categoria para os pagamentos de compras de móveis e utensílios em nome da empresa desde que não sejam destinados à revenda ou industrialização.;N;N;;2.07
3Sa_2.07.06;3Sa;2.07.06;Comunicação;Comunicação;;S;N;;;S;N;S;Utilize esta categoria para os pagamentos de investimentos com comunicação.;N;N;;2.07
3Sa_2.07.98;3Sa;2.07.98;Aparelho Celular;"&lt;Disponível&gt;";;N;S;1.1.3.02.00001;ATIVOS EM CONCILIAÇÃO;S;N;N;;N;N;;2.07
3Sa_2.07.99;3Sa;2.07.99;Obra;"&lt;Disponível&gt;";;N;S;1.1.3.02.00001;ATIVOS EM CONCILIAÇÃO;S;N;N;;N;N;3.01.02;2.07
3Sa_2.08;3Sa;2.08;Outras Despesas;Outras Despesas;;N;N;;;S;N;N;;S;N;;2
3Sa_2.08.01;3Sa;2.08.01;Pagamento de boletos - Ticket;Adiantamento a Fornecedores;PLS;N;N;1.1.3.02.00001;ATIVOS EM CONCILIAÇÃO;S;N;N;Utilize esta categoria para classificar adiantamentos de dinheiro que sejam feitos a fornecedores por conta de serviços ou produtos a serem faturados futuramente.;N;N;;2.08
3Sa_2.08.02;3Sa;2.08.02;Demais Despesas;Demais Despesas;;S;N;;;S;N;S;Utilize esta categoria para classificar as demais despesas não relacionadas nas categorias acima.;N;N;;2.08
